238,J753,AK3,J,KT652,KT64,J62,Q985,J4,A92,QT8,K742,AQ7,Q8,9754,AT63,983
239,QJ63,T72,Q63,Q64,T852,5,AJ9854,KT,4,AQ86,K72,A8732,AK97,KJ943,T,J95
240,T52,A5,K975,7642,AK64,KQ98,AT63,3,Q9873,T743,-,KQJT,J,J62,QJ842,A985
241,T2,T73,T8,AQ7642,AJ64,Q92,AJ74,K5,K873,J84,KQ3,J83,Q95,AK65,9652,T9
242,AJ652,K7,A62,873,Q87,T865,QT3,J64,3,Q942,KJ97,Q952,KT94,AJ3,854,AKT
243,J9,KQ42,T,985432,T8543,A5,AQ96,T7,AKQ76,T963,K42,A,2,J87,J8753,KQJ6
244,KJ6,875,AT9,AQ54,T432,KQ92,J742,T,9,AT3,KQ863,KJ96,AQ875,J64,5,8732
245,AKQJ5,943,J986,A,-,J2,Q743,KQJ8763,432,K75,AKT5,T92,T9876,AQT86,2,54
246,QT75,K982,AT743,-,3,AQT743,Q5,Q953,842,J,KJ862,J642,AKJ96,65,9,AKT87
247,83,AQ952,A9,AK94,A,KJT8743,J86,T7,KQT96,6,KQT52,85,J7542,-,743,QJ632
248,T9854,T32,52,K62,-,J98764,AKJ4,QT8,Q7632,AK,QT96,53,AKJ,Q5,873,AJ974
249,AK6,AJT2,4,AJ532,872,KQ97,KQJ3,Q9,Q954,865,A9765,T,JT3,43,T82,K8764
250,Q9,K9754,5,JT732,AK42,2,AKQJT3,65,T763,AQJ83,4,AQ9,J85,T6,98762,K84
251,T6,QT973,KT,KQ83,KJ732,AJ65,7,A64,AQ9854,K,9842,T7,-,842,AQJ653,J952
252,AK,QT53,A87,QJ75,Q982,764,QJ93,AT,7543,AJ8,54,K942,JT6,K92,KT62,863
253,K874,AK62,Q8,T32,QT2,T83,J932,J74,J96,Q9754,A5,K85,A53,J,KT764,AQ96
254,K932,A764,QT,Q84,Q,QJT532,984,JT2,AT64,9,A753,AK95,J875,K8,KJ62,763
255,A87,AK92,A73,KQ4,T52,J6,KQ85,AT73,Q9,Q873,JT94,J92,KJ643,T54,62,865
256,4,AJ9,AK982,T852,Q932,8654,J76,93,AJ865,T3,53,AQ74,KT7,KQ72,QT4,KJ6
257,QJ4,54,T987,KJ84,A52,AKQ93,K3,Q75,T86,T8,AQJ6,A963,K973,J762,542,T2
258,Q42,J72,KJT754,K,76,AKQT9,9,J9862,AJT53,8,Q632,AQT,K98,6543,A8,7543
259,J8,K832,532,K963,T3,J5,JT7,AQT842,AQ7642,A97,Q9,J7,K95,QT64,AK864,5
260,K85,J5,KT6,KJ964,3,T8732,AJ7532,A,AQ962,AK94,4,T32,JT74,Q6,Q98,Q875
261,86,865,AKJT3,Q54,942,AKT,Q95,AT82,QJ7,J9742,8642,7,AKT53,Q3,7,KJ963
262,AKJ6,K73,6,T5432,QT8,QJ95,QT2,Q98,-,84,K987543,KJ76,975432,AT62,AJ,A
263,-,76532,QT87,J863,542,AQJ8,5,KQT94,AJ976,KT,KJ6,A72,KQT83,94,A9432,5
264,J94,AT4,K42,A952,AQ83,985,AQ5,K74,2,KQJ7632,763,QJ,KT765,-,JT98,T863
265,AKQJ63,J5,53,652,872,KQ764,Q,A987,-,T3,AKJT9862,KT4,T954,A982,74,QJ3
266,JT432,K92,72,K87,Q9,A763,84,AT432,AK8,Q84,AJ953,J5,765,JT5,KQT6,Q96
267,A4,A9543,T7,KJ92,KT52,-,AQ96543,65,97,KQJT862,2,Q43,QJ863,7,KJ8,AT87
268,72,Q9842,432,654,KJ8,AKJ63,A9,AKT,A643,T5,QJ65,Q83,QT95,7,KT87,J972
269,AJ74,J,Q8743,Q72,KQT32,Q752,J965,-,8,AK983,-,AJT9543,965,T64,AKT2,K86
270,K8,AKQ874,8,Q754,QT7642,6,J965,A8,A5,J9532,AK42,T3,J93,T,QT73,KJ962
271,9763,QT,A8,QT765,KT42,652,972,AJ9,A85,KJ4,QJT63,43,QJ,A9873,K54,K82
272,AKQJ9875,T3,6,A4,T2,KQ87,K942,JT7,3,A96,QT873,K986,64,J542,AJ5,Q532
273,T54,53,J3,KJ8654,K963,T74,T8642,2,J87,KQ986,K95,AT,AQ2,AJ2,AQ7,Q973
274,AT9,J863,K2,Q942,KQ,K92,QT73,JT76,J63,T4,J984,A853,87542,AQ75,A65,K
275,K942,T542,AT75,2,Q3,KJ,Q94,QT8654,65,AQ9873,K86,KJ,AJT87,6,J32,A973
276,KT543,A42,T643,J,J6,Q976,KJ8,K962,AQ8,KJ,Q952,QT74,972,T853,A7,A853
277,-,T9842,J73,K7543,J5,J75,KQ86,QJT9,AT9643,KQ,A9,A62,KQ872,A63,T542,8
278,854,AKQJ53,932,Q,KQT7,94,J765,K95,32,T6,KT,JT86432,AJ96,872,AQ84,A7
279,T52,AKQT,T87,KQ3,QJ984,8743,Q,AT6,AK7,9652,6543,54,63,J,AKJ92,J9872
280,Q53,987543,J4,Q8,AK64,QT62,AT73,2,T9,AK,KQ982,AKJ6,J872,J,65,T97543
281,KQ63,9743,AT5,AK,974,JT,J832,J852,T,A2,KQ74,Q97643,AJ852,KQ865,96,T
282,KT75,KQT4,Q952,5,J8,9872,JT643,Q9,Q643,A53,K8,AT63,A92,J6,A7,KJ8742
283,9,KQ965,KQ75,K64,JT,JT84,T92,Q873,AK63,32,J643,AJ9,Q87542,A7,A8,T52
284,K764,T,652,QJ974,Q53,A62,AT743,A5,J,KJ98753,Q98,K3,AT982,Q4,KJ,T862
285,T5,KQ82,8543,Q83,843,AJ976,KQ,542,K92,T43,JT62,KJ7,AQJ76,5,A97,AT96
286,952,86,K642,KQ73,Q864,KQJ9,Q9,A84,AKJ,A54,A87,J962,T73,T732,JT53,T5
287,K8,A653,8652,A32,AQJ4,J,AQT74,KT8,T92,T2,KJ93,J654,7653,KQ9874,-,Q97
288,AQJ643,KQ5,7,Q75,T,742,KQ98643,94,852,AJ98,AJ,K632,K97,T63,T52,AJT8
289,A98764,Q6,63,J52,KQ5,AJ2,AT74,A73,T32,K743,QJ,Q964,J,T985,K9852,KT8
290,AQ63,KT97,K9,KQ4,984,J,Q7642,A987,2,432,AJ853,J653,KJT75,AQ865,T,T2
291,AK92,J743,8,JT64,-,Q9865,96543,AK7,QJ75,K2,KJ2,Q982,T8643,AT,AQT7,53
292,QJ,AK753,KT543,T,A9753,J9,AQ7,Q75,KT64,T,9862,KJ92,82,Q8642,J,A8643
293,K9,953,JT,K76543,AJ8742,T62,843,2,Q6,AK74,AKQ92,QT,T53,QJ8,765,AJ98
294,QT9852,3,AK,K763,J7,AJ8,9865,9852,AK,Q652,QT743,JT,643,KT974,J2,AQ4
295,T862,K74,QJ974,A,7,Q953,A8,KT8532,AQ43,T86,652,976,KJ95,AJ2,KT3,QJ4
296,AJ8753,K83,-,Q974,T92,AQ954,A6,KT5,KQ6,762,J9742,J2,4,JT,KQT853,A863
297,KT842,82,A,AJT63,-,AKJ5,KJ7652,Q75,QJ963,T9,98,K942,A75,Q7643,QT43,8
298,A762,KQ75,AT,K87,KJT4,8632,932,94,Q8,T94,J865,Q652,953,AJ,KQ74,AJT3
299,87,KQJT75,K,KQT7,AKQ943,A,973,A98,652,62,JT8654,63,JT,9843,AQ2,J542
300,93,AK53,AJ975,K5,87,J7642,KQ4,JT2,A4,QT9,T832,Q873,KQJT652,8,6,A964
301,A9,K542,532,7432,T32,AQ6,AK8,AQJ9,KQJ754,T97,J6,65,86,J83,QT974,KT8
302,T2,K854,T86,AK96,K983,QT3,AQ,T752,AJ754,J76,94,QJ8,Q6,A92,KJ7532,43
303,AT754,AKT4,-,A954,63,J6,A9842,KT86,QJ,95,QT76,QJ732,K982,Q8732,KJ53,-
304,AQ93,T52,QT54,85,K74,QJ6,J3,AJT63,J6,A9873,9762,97,T852,K4,AK8,KQ42
305,QJT54,KT9,QJ2,42,K6,642,4,KQJT765,A9732,J5,9853,83,8,AQ873,AKT76,A9
306,KQ2,Q4,KJT94,642,AJ6,T9763,863,KT,754,K82,A,QJ8753,T983,AJ5,Q752,A9
307,AT,AKQJT7,Q93,83,KQ8,632,2,KT9762,J7,85,AKJT7,AQJ4,965432,94,8654,5
308,KJT,Q6,K953,9632,AQ8,AJ7,AT74,KJ4,9642,T83,J6,T875,753,K9542,Q82,AQ
309,T985,985,K4,T962,KQ63,AT,AQJ5,J87,A4,KQJ72,96,AKQ4,J72,643,T8732,53
310,KQ54,92,AJ7,KQ98,J32,JT864,QT9,54,A87,AQ7,843,AJ72,T96,K53,K652,T63
311,KQJ73,J863,KT7,K,A4,AKT95,Q86,QJ6,6,Q2,AJ43,T87543,T9852,74,952,A92
312,874,T6,T653,A973,KQ52,KJ94,AJ,KQ5,J96,Q53,K2,JT842,AT3,A872,Q9874,6
313,AT962,K54,T74,98,43,QJT93,K,AQ642,KQJ75,A2,J653,JT,8,876,AQ982,K753
314,Q84,J6,AT932,A42,AT96,K52,K75,T85,53,QT7,Q64,QJ976,KJ72,A9843,J8,K3
315,K83,AJ52,Q853,J8,T5,864,AT964,A73,AQJ972,KT7,7,QT2,64,Q93,KJ2,K9654
316,T93,9875,JT,QT83,J642,AJ2,K42,A96,AKQ5,T3,AQ86,K54,87,KQ64,9753,J72
317,QJ943,T3,K,K8543,7,9764,A6543,AQ9,KT,KQJ2,QJT92,J6,A8652,A85,87,T72
318,-,QT95,532,AQJT86,T9842,42,A87,742,KQ63,863,T96,953,AJ75,AKJ7,KQJ4,K
319,T8,965,832,JT842,K53,KQJ,AK74,Q96,AQJ76,A42,6,AK53,942,T873,QJT95,7
320,AK52,J32,J75,KJ7,J84,974,AK8,Q932,-,KT865,Q943,A854,QT9763,AQ,T62,T6
321,J84,9,AQ864,QJT9,KQ5,QJT,T97,K876,T97,K5432,J3,543,A632,A876,K52,A2
322,9632,KJ4,A865,AJ,AT5,QT75,Q4,9632,K84,96,K973,KQT7,QJ7,A832,JT2,854
323,654,Q52,Q76,QT74,AT7,AT84,T82,AJ2,KQ983,73,AJ943,5,J2,KJ96,K5,K9863
324,862,J94,A8752,97,K5,KQT6,K3,KJ543,943,A532,T6,AT82,AQJT7,87,QJ94,Q6
325,AT74,A743,A643,J,863,K96,K9852,98,Q52,Q852,J,AQT32,KJ9,JT,QT7,K7654
326,AK8632,AQ752,J,Q,Q9,4,T9754,AT943,T5,K63,AK862,K65,J74,JT98,Q3,J872
327,Q853,A763,J,J875,T62,K84,Q764,QT2,J9,J952,AT932,A6,AK74,QT,K85,K943
328,K,AKQT,AT9,QT974,83,J6543,J832,62,AJT96,7,Q754,K83,Q7542,982,K6,AJ5
329,KQJ9,K9862,-,Q984,53,AQJ4,QT86,762,86,3,AKJ732,AJT3,AT742,T75,954,K5
330,86,Q43,A7642,T95,92,AK875,J8,8432,AKQT,JT6,KT5,J76,J7543,92,Q93,AKQ
331,J65,94,AQJ4,9876,AT4,QJ,T632,KJ43,K8732,T7632,8,52,Q9,AK85,K975,AQT
332,AJ852,A942,Q9,JT,T4,75,AKJT863,A9,Q763,KQT63,42,84,K9,J8,75,KQ76532
333,J7,QT764,T85,K53,AKQ942,KJ9,93,A9,T53,A2,AJ7642,JT,86,853,KQ,Q87642
334,KQT3,AKQT82,76,3,J9542,963,AJ83,9,A76,7,KQ5,KQJ874,8,J54,T942,AT652
335,KQ642,K87,Q7,K87,JT7,96,AKJ,J6542,3,AJT543,T2,AQ93,A985,Q2,986543,T
336,T3,KQ2,AJ82,JT86,Q876,T865,Q97,A7,A5,A43,KT653,943,KJ942,J97,4,KQ52
337,AQ9,KJT6,Q7652,T,KT3,A852,KT,Q976,84,974,AJ4,AJ853,J7652,Q3,983,K42
338,JT7,KT7,7653,T43,95,AQ962,J4,AQJ9,KQ86432,J84,AQ,8,A,53,KT982,K7652
339,KT7,J87,9,KJ9643,98543,Q3,6543,82,QJ6,942,KQJT72,Q,A2,AKT65,A8,AT75
340,J9752,J,AKQT87,2,QT63,A,94,QT8764,A84,T64,J65,AK93,K,KQ987532,32,J5
341,Q86,K63,AT6,KJT3,953,JT98,942,Q64,AJ4,Q542,K853,95,KT72,A7,QJ7,A872
342,T62,KQ75,AKJ,KJ6,K,T432,QT8742,42,AJ7,A86,63,Q8753,Q98543,J9,95,AT9
343,KT8,Q952,QJ73,43,QJ54,AK,AKT,AK75,A72,J,86542,QT98,963,T87643,9,J62
344,984,Q986,62,QJ98,AKQJT653,KJ,83,2,72,T72,JT7,KT543,-,A543,AKQ954,A76
345,AQT842,Q7,AJ,K63,K7,K83,K64,AT872,9,AJ962,T9852,J4,J653,T54,Q73,Q95
346,3,QJ82,KT95,AKT5,K542,T7,62,98743,Q7,AK965,J74,Q62,AJT986,43,AQ83,J
347,T7532,QT7,QT2,96,Q,AJ53,A8763,Q32,A9864,K864,9,754,KJ,92,KJ54,AKJT8
348,Q43,J82,KT5,KT97,J8,AK5,J9432,542,A7652,64,A7,J863,KT9,QT973,Q86,AQ
349,A97,K543,A984,QJ,J542,T97,T532,A9,KQ3,AQ8,KJ7,T874,T86,J62,Q6,K6532
350,J765,KQJ4,754,J3,QT84,T6,J9863,65,A2,A95,T2,KQT972,K93,8732,AKQ,A84
351,4,Q43,AKQ,AQT754,KQ73,652,T98,932,J92,KJ9,J65432,6,AT865,AT87,7,KJ8
352,T4,A54,JT954,Q84,K863,J9872,76,T7,Q5,QT,KQ,KJ96532,AJ972,K63,A832,A
353,AKJ86,T7,97,AJT4,9,AQ542,QT62,932,5432,93,84,KQ865,QT7,KJ86,AKJ53,7
354,J9872,4,J97,Q852,KQ3,K,AKT6432,74,T4,AQT752,85,J93,A65,J9863,Q,AKT6
355,KQ9,K7,AK873,AQ8,T85,AQJ,J65,KT92,732,T95,Q942,J75,AJ64,86432,T,643
356,Q32,J5432,64,KQ2,9764,9876,K8,943,T5,T,QT973,A8765,AKJ8,AKQ,AJ52,JT
357,Q72,K2,K6,KT6543,AJ43,QT753,AQJ2,-,5,AJ864,T875,987,KT986,9,943,AQJ2
358,98752,K,Q73,AJ96,JT64,QT742,T86,5,-,A9653,AK952,842,AKQ3,J8,J4,KQT73
359,5,AJ76,Q752,KJ94,J6,432,AKT864,T2,AKQT4,KQ85,93,Q5,98732,T9,J,A8763
360,Q,AK,T75432,KQJT,942,6432,AQJ9,93,J7653,Q87,K86,74,AKT8,JT95,-,A8652
361,J,86543,852,AJT7,87,KJT72,QJT3,52,AQT96542,-,K94,Q9,K3,AQ9,A76,K8643
362,T9743,Q975,A93,9,K5,J842,KJ8,K743,AQ62,AK63,T62,82,J8,T,Q754,AQJT65
363,AKT743,Q76,6,T82,8652,AT9,QJ8,964,QJ,42,AT942,KQJ5,9,KJ853,K753,A73
364,AKJ6,Q6,K,K96432,752,T432,Q862,QJ,Q4,AKJ985,943,T7,T983,7,AJT75,A85
365,AKJ63,A86,JT64,7,982,953,A973,T83,54,KJ42,Q,AQJ654,QT7,QT7,K852,K92
366,J7,Q752,QT8,Q542,A,KT9,KJ73,JT963,KQT9632,J3,5,A87,854,A864,A9642,K
367,T42,KT853,96,J65,963,A7,T7432,Q97,Q85,Q6,AKQ85,KT3,AKJ7,J942,J,A842
368,7653,AK8,9,K7532,K4,QJT3,AKJ83,J4,A82,974,QT62,986,QJT9,652,754,AQT
369,J865,T72,KQT,K86,A972,K65,AJ932,Q,3,AJ98,765,AJ954,KQT4,Q43,84,T732
370,K953,J74,JT86,86,AQ87,AT932,A7,K7,4,6,Q3,AQJT95432,JT62,KQ85,K9542,-
371,QJ872,T9,K94,K95,95,QJ,87653,AJ32,AKT4,A84,QJ2,QT8,63,K76532,AT,764
372,83,Q74,A54,T9653,T9,AJT65,KQ6,742,K762,983,J87,AJ8,AQJ54,K2,T932,KQ
373,A,A74,87653,AJ43,K863,QJT852,AQ,7,J542,9,KJ4,QT865,QT97,K63,T92,K92
374,KJT6,87,53,98743,32,AQ52,QT2,AJ52,A5,J9643,KJ876,T,Q9874,KT,A94,KQ6
375,AJ86,K8652,T,AKJ,K95,AQJT9,A4,Q42,QT7,4,KJ652,T953,432,73,Q9873,876
376,732,Q84,J642,J94,KQ,73,AK93,AT832,T984,AKJT2,T85,7,AJ65,965,Q7,KQ65
377,542,KJT94,Q42,K3,KQT963,65,T7,T54,A8,AQ873,AK,AJ96,J7,2,J98653,Q872
378,J65,765,QT65,KJ2,QT97,AK9,43,7543,AK2,J842,K72,T96,843,QT3,AJ98,AQ8
379,JT83,Q6,QT98,QJ3,K,AK8742,KJ3,K94,652,J53,A75,T875,AQ974,T9,642,A62
380,J872,KJ74,KQ8,98,Q63,Q953,A65,AQJ,KT954,AT,92,T654,A,862,JT743,K732
381,J,6432,A85432,T5,AQT62,AQ5,9,AQ64,743,J98,KQ6,J832,K985,KT7,JT7,K97
382,JT6,A974,T6543,4,98754,82,Q7,JT65,AKQ2,3,KJ9,KQ983,3,KQJT65,A82,A72
383,K3,QJ74,K432,J62,974,K8632,JT5,74,QJT5,AT9,7,AKT53,A862,5,AQ986,Q98
384,KQJ3,AKT75,4,AK4,T74,Q96,KQT96,T5,865,2,873,J98632,A92,J843,AJ52,Q7
385,AKQJ9,A762,93,53,86,Q983,AK875,T6,T43,K4,QT,AJ9874,752,JT5,J642,KQ2
386,Q532,65,QJ53,KT6,KJT876,QT72,8,43,9,AKJ984,T64,A52,A4,3,AK972,QJ987
387,QJ2,AT7,872,J942,864,K952,T65,K86,AT5,J86,AKQ43,AT,K973,Q43,J9,Q753
388,AT85,AJ63,AT2,42,K64,K9542,K9,A86,QJ972,-,QJ75,QT97,3,QT87,8643,KJ53
389,K5,J984,QJ,AJT74,A6,Q3,KT94,K9853,Q9432,A72,A32,62,JT87,KT65,8765,Q
390,KQT87,A7,JT5,KQT,AJ953,K42,94,A92,42,QJT3,87632,73,6,9865,AKQ,J8654
391,64,AK973,5,A8742,KQJ73,Q864,KQ2,K,A98,JT5,A973,T65,T52,2,JT864,QJ93
392,T63,KJ963,9,Q952,J982,AT84,A6532,-,7,Q752,KJT74,J87,AKQ54,-,Q8,AKT643
393,QJ974,AKJ3,8,T84,A6,987,KJ95,QJ62,K32,Q42,AQ76,AK3,T85,T65,T432,975
394,AT986,KJ98,Q,643,KQJ2,3,A72,AQ952,43,752,KT843,K87,75,AQT64,J965,JT
395,K7,AQ432,Q94,K53,QT9853,-,A87,A842,AJ2,J6,J6532,Q97,64,KT9875,KT,JT6
396,J432,J5,AJ643,AT,K96,A2,T972,KJ83,T875,73,Q85,Q964,AQ,KQT9864,K,752
397,T7,KQT6,K93,AQT5,AK,72,QT874,8742,QJ964,A83,A5,KJ6,8532,J954,J62,93
398,932,AJ986,QJ9,Q7,J8,KQ743,AK,A864,KQT7,-,T76543,K93,A654,T52,82,JT52
399,K9843,53,9852,97,J752,T874,K74,T4,QT6,QJ6,JT3,A653,A,AK92,AQ6,KQJ82
400,Q752,987,82,J852,KT43,QJ6,K93,KQ3,AJ98,T3,QJ75,A76,6,AK542,AT64,T94
401,QJ6,T842,T7,J532,AT983,AKJ96,AK4,-,75,Q5,J65,AK9874,K42,73,Q9832,QT6
402,JT,AKT,A4,QJT543,K94,J542,J82,972,AQ76532,86,T9,A8,8,Q973,KQ7653,K6
403,K,T65,QT97,K7532,QT93,Q873,K863,6,AJ4,AKJ2,A2,QJT4,87652,94,J54,A98
404,AT92,K9865,-,KQ43,J763,AQ73,AQJ2,7,KQ,JT,K9874,JT92,854,42,T653,A865
405,75,KQ73,J43,T852,K8643,54,AKQT8,K,AQ92,AJT,96,AQJ6,JT,9862,752,9743
406,KJ974,87,Q83,KJT,653,KT5,KT964,85,QT8,J93,A75,Q632,A2,AQ642,J2,A974
407,KT3,AKT,A4,AQ842,Q6,6,QT9753,KJ73,A985,874,K862,T6,J742,QJ9532,J,95
408,QJ96,82,QT9864,7,KT3,AK96,J3,J865,A74,JT7,AK52,AQ4,852,Q543,7,KT932
409,T63,Q532,63,KJ54,AQ874,A7,4,Q8763,J2,J64,KJ9872,T2,K95,KT98,AQT5,A9
410,Q6,3,KQT83,KJT83,A987,Q85,AJ4,754,K53,94,9762,AQ92,JT42,AKJT762,5,6
411,KQ64,KJ75,AJT3,3,T832,A8,876,AJT4,A,QT942,Q95,K876,J975,63,K42,Q952
412,KJ86,AK8,K5,KQJ4,AT7,4,J97642,985,4,QJT9753,AQ,T73,Q9532,62,T83,A62
413,543,J94,T8,AQ962,QJT6,5,AKQ74,K75,AK87,KT76,J9532,-,92,AQ832,6,JT843
414,K8,KT,QT98,T6432,AQJ632,64,K62,75,7,Q52,7543,AKQJ8,T954,AJ9873,AJ,9
415,QT7653,85,3,T987,94,J42,Q942,AQ62,82,KQT7,KJT65,KJ,AKJ,A963,A87,543
416,A97,T96,8432,T76,QJ86,2,AJ975,KJ8,KT5,AKQJ7,KQ,A53,432,8543,T6,Q942
417,QJT832,2,K4,Q764,A4,AJ96,AJ63,J53,K976,KQT754,85,9,5,83,QT972,AKT82
418,AQJ3,4,A6,AJ9642,875,Q96,QJ7542,7,K64,KJT32,K9,T83,T92,A875,T83,KQ5
419,AQ7,K9843,K,AK86,-,JT762,T97642,75,KT863,AQ,QJ8,QJT,J9542,5,A53,9432
420,83,AQT84,K7532,9,KT9,J92,QT6,KQJ7,752,K765,AJ,T843,AQJ64,3,984,A652
421,Q4,76,9532,97632,T9752,Q4,T6,KT85,K86,KJ32,AQ87,J4,AJ3,AT985,KJ4,AQ
422,AJ852,T,JT75,653,KT4,AK97,9,AT842,Q9,J86542,K6,KQJ,763,Q3,AQ8432,97
423,AKJ9,J942,AK76,Q,653,KT7,QJ98,932,T8,A83,T52,KJ874,Q742,Q65,43,AT65
424,Q752,JT85,A964,K,KT86,KQ94,J3,A72,43,76,KT75,Q9653,AJ9,A32,Q82,JT84
425,KT84,AK64,9,9832,QJ,-,AJT87532,QT4,A3,Q98732,Q,AJ75,97652,JT5,K64,K6
426,T52,AQ6,82,QJ982,AKJ73,J85,973,T3,Q984,K2,KQT4,K76,6,T9743,AJ65,A54
427,A843,K732,64,QJ9,QT7,9654,A97,654,J5,JT8,KJT32,AK2,K962,AQ,Q85,T873
428,T94,K654,Q642,A5,8,AT97,AJ85,QJT2,AQJ6,83,K3,K8643,K7532,QJ2,T97,97
429,AKJ654,K6,73,Q73,T9,AQT3,AJT42,A5,83,9742,Q9,JT864,Q72,J85,K865,K92
430,J742,AQ9,JT54,93,AKQ,KT7,A,AKQJ86,986,852,Q8763,54,T53,J643,K92,T72
431,KQJ5,QJ76,JT4,KJ,97,A952,Q962,A42,A64,T84,K75,T953,T832,K3,A83,Q876
432,QT7,AQJ,AK5,T542,6,942,JT92,A8763,A9854,T86,Q6,QJ9,KJ32,K753,8743,K
433,97,KQJ6,Q84,K932,QJT4,AT7532,T97,-,K853,9,AK532,Q84,A62,84,J6,AJT765
434,T,T732,KJ64,AQ53,AQ8,KJ64,Q953,86,KJ9642,Q5,T8,J97,753,A98,A72,KT42
435,7,J864,AQT,J6543,J43,AT93,82,K872,AT8,K72,KJ9763,T,KQ9652,Q5,54,AQ9
436,764,QT87,KT6,J52,A93,AK,J52,A9643,J8,542,AQ9874,T7,KQT52,J963,3,KQ8
437,KJ872,92,KJ93,74,AT3,AJ,T75,QJT83,94,KT765,Q842,K6,Q65,Q843,A6,A952
438,7,A,KJ874,A87654,JT94,J65,QT63,Q3,AK83,Q82,95,KJT9,Q652,KT9743,A2,2
439,QJ,Q942,KJ74,KQ7,AK7632,KJ6,T952,-,94,AT85,Q863,J96,T85,73,A,AT85432
440,Q76,J94,A9,QT764,KT3,AQT8,KJ74,J9,J952,K752,T3,K85,A84,63,Q8652,A32
441,74,QJ743,J5,K985,Q63,T9,A9432,JT3,A9,AK852,KT6,Q62,KJT852,6,Q87,A74
442,JT5,AK2,QJ6,KT42,K2,654,AT982,A96,A98,9873,K743,83,Q7643,QJT,5,QJ75
443,843,AK75,7,KQT93,KQ2,9864,J62,AJ4,J96,T,Q9854,8765,AT75,QJ32,AKT3,2
444,QJ9532,7,T975,93,KT8,JT62,A64,654,A6,AKQ854,82,AKJ,74,93,KQJ3,QT872
445,AJ7,AT93,AJ5,QJ9,862,KJ754,QT2,K7,KT954,Q,64,86543,Q3,862,K9873,AT2
446,6,9,KJT87,KT8652,T752,Q875432,2,7,AKJ3,AKJT,A94,J4,Q984,6,Q653,AQ93
447,Q852,Q9,6,AK7642,AT974,J85,T32,QJ,J,432,KJ8754,983,K63,AKT76,AQ9,T5
448,AJ6,AJT4,K94,J87,QT75,983,62,KT62,8,K762,AQT83,A53,K9432,Q5,J75,Q94
449,J63,KJ4,Q76432,3,T754,A652,-,QT875,AQ92,T3,AKJ98,AJ,K8,Q987,T5,K9642
450,QJ43,T9,98,QT982,AKT95,Q6,AJT,KJ7,2,KJ854,Q732,654,876,A732,K654,A3
451,KJ986,4,AT754,T6,AT7,AJ8652,-,KJ95,52,QT97,KQJ9,A32,Q43,K3,8632,Q874
452,AK965,T7,AJ98,A7,JT,Q6542,T7,T982,742,KJ9,62,KQ543,Q83,A83,KQ543,J6
453,J2,J75,973,AKT93,T843,T96,QT8,Q42,A96,K42,K654,J75,KQ75,AQ83,AJ2,86
454,J853,953,86,KT32,AKQ642,K6,KQ72,5,7,QT42,JT95,A984,T9,AJ87,A43,QJ76
455,AKQT983,A7,85,K6,J742,QT5,K3,A975,5,J93,J742,QT842,6,K8642,AQT96,J3
456,AT32,J5,QT76,964,Q6,A64,A854,Q875,KJ54,Q7,KJ2,AKT2,987,KT9832,93,J3
457,KT,QJT3,963,AQ83,A987,A9875,7,KJ4,J532,42,AKQ4,762,Q64,K6,JT852,T95
458,J85,T983,Q43,K73,AKQ4,764,KT,AQJ2,T73,KJ,AJ9865,64,962,AQ52,72,T985
459,Q95,6,J987,A9876,K42,QJ743,KQT,QT,-,AKT5,A5432,KJ43,AJT8763,982,6,52
460,QT9,A853,KQ,JT96,8743,KQJ974,A3,7,652,T,T865,AKQ83,AKJ,62,J9742,542
461,54,73,J97652,Q86,KQ76,AQ984,Q3,A5,AJT93,KJ65,84,KT,82,T2,AKT,J97432
462,-,9872,A542,AQT64,7432,J3,Q63,J983,K865,KQ6,JT97,K2,AQJT9,AT54,K8,75
463,K54,AT8542,J3,85,AJ7,QJ9,Q985,973,QT63,763,K64,AKT,982,K,AT72,QJ642
464,A76,J5,KJ862,K54,J953,T93,A953,QT,T4,AKQ82,7,AJ762,KQ82,764,QT4,983
465,9,KJT,KJ9543,JT4,T85,8,872,AK9652,QJ32,AQ5432,QT,Q,AK764,976,A6,873
466,53,A98,AKQJ2,T96,K87,K432,864,J75,QT94,J75,975,432,AJ62,QT6,T3,AKQ8
467,AT2,KQJT5,85,Q83,8,973,AJ976,7654,KJ7654,64,T3,AJ9,Q93,A82,KQ42,KT2
468,T65,T764,62,K975,K4,J53,T843,Q864,AJ983,A8,AKQ7,A2,Q72,KQ92,J95,JT3
469,K97,A94,AKT63,J3,43,KJ,J942,A9765,Q85,2,Q875,KQT42,AJT62,QT87653,-,8
470,QT8652,J5,85,A95,943,7642,KQ94,J8,AK,Q93,A762,Q762,J7,AKT8,JT3,KT43
471,AT52,985,QJT8,A3,QJ4,KJ4,AK542,T8,K9763,T73,6,9754,8,AQ62,973,KQJ62
472,Q964,AJ,Q8,KT985,K32,T643,A64,A42,T5,Q9875,KT9,QJ3,AJ87,K2,J7532,76
473,7432,53,KJ53,Q76,QJT95,KJ62,A8,J8,K8,AT8,Q7642,A43,A6,Q974,T9,KT952
474,965,543,A8,86532,Q43,K9,T742,QJ94,AK2,AQJT6,KQ53,7,JT87,872,J96,AKT
475,T,AT962,AK96,KQ4,73,73,QT53,98652,AKQ52,K54,42,AJT,J9864,QJ8,J87,73
476,QJ9853,T,J4,9832,T764,Q7,AQ8752,6,AK2,K4,KT6,KJT74,-,AJ986532,93,AQ5
